0.0625	0
0.057	0
0.03875	0
0.065	0
0.06375	0
0.06125	0
0.0605	0
0.06	0
0.03625	0
0.065	0
0.06125	0
0.058	0
0.05875	0
0.06	0
0.0585	0
0.0525	0
0.0355	0
0.06375	0
0.06375	0
0.0585	0
0.05875	0
0.0575	0
0.035	0
0.05925	0
0.05425	0
0.0575	0
0.058	0.00252353
0.11375	0.0035635667
0.133	0.0053691
0.1415	0.0175544333
0.12625	0.0317319
0.1075	0.0420343333
0.085	0.0546605333
0.0925	0.0698715333
0.09375	0.0890783333
0.69125	0.1122468667
0.5925	0.1391786667
0.355	0.1696206667
0.5575	0.203697
0.1025	0.23822
0.1	0.281484
0.12	0.3188456667
0.135	0.3606876667
0.14625	0.4042696667
0.15125	0.4414336667
0.16	0.4788216667
0.1625	0.510765
0.1675	0.5339036667
0.155	0.5553563333
0.1325	0.5626093333
0.16125	0.5678656667
0.15625	0.5596736667
0.145	0.5491946667
0.13875	0.5263766667
0.11125	0.4991183333
0.1275	0.4620996667
0.1275	0.4244323333
0.1025	0.3822493333
0.1275	0.3407208667
0.12125	0.299445
0.115	0.2604124333
0.08875	0.2206588667
0.115	0.1857713
0.31089	0.1520679333
0.11521	0.115048
0.10142	0.095119
0.12785	0.0729341
0.24642	0.0572354
0.23864	0.0450840333
0.33714	0.0328104
0.365	0.0252316333
1.07732	0.0181910667
0.31342	0.0072221667
0.31721	0.0051896
0.42578	0.0034843667
0.367	0.0025024133
0.3675	0
0.38675	0
0.32675	0
0.3345	0
0.28225	0
0.2745	0
0.23425	0
0.2175	0
0.24275	0
0.2525	0
0.29675	0
0.30475	0
0.31875	0
0.3165	0
0.235	0
0.27125	0
0.25	0
0.24625	0
0.21575	0
0.15	0

