0.0575	0
0.0545	0
0.03625	0
0.06	0
0.06125	0
0.05625	0
0.058	0
0.0575	0
0.03375	0
0.06125	0
0.05875	0
0.0555	0
0.05625	0
0.0575	0
0.0535	0
0.05	0
0.033	0
0.05875	0
0.05875	0
0.0535	0
0.05375	0
0.0525	0
0.0325	0
0.05675	0
0.05125	0
0.0525	0
0.053	0
0.10875	0
0.12725	0.0077201667
0.1375	0.0101010667
0.12375	0.013729
0.105	0.0293646
0.08	0.0498317667
0.0875	0.0622136333
0.08875	0.0774460333
0.68625	0.0952176667
0.59	0.1146902667
0.35375	0.1357771667
0.5575	0.1579983333
0.1	0.1821956667
0.1	0.2053603333
0.12125	0.228097
0.135	0.250117
0.14625	0.2684656667
0.15125	0.2871686667
0.16	0.300804
0.1625	0.3083313333
0.1675	0.3143566667
0.1575	0.3135346667
0.1325	0.308018
0.1625	0.2986833333
0.1575	0.2854426667
0.1475	0.2663176667
0.14125	0.2454533333
0.115	0.2225106667
0.1275	0.1982733333
0.13	0.176864
0.105	0.1523686
0.1275	0.1303081
0.12125	0.1095225333
0.1175	0.0911137333
0.09375	0.0743380333
0.115	0.059404
0.76089	0.0376947667
0.23021	0.0292092
0.24267	0.0135623333
0.34910	0.0101040667
0.46017	0.0076249
0.44864	0
0.54964	0
0.515	0
1.1710	0
0.36842	0
0.36221	0
0.35078	0
0.367	0
0.3675	0
0.38675	0
0.32425	0
0.7095	0
0.336	0
0.337	0
0.30175	0
0.28625	0
0.30775	0
0.32125	0
0.363	0
0.36725	0
0.39125	0
0.38775	0
0.3	0
0.338	0
0.24875	0
0.24625	0
0.2175	0
0.1525	0

