0.06	0
0.0595	0
0.03625	0
0.0625	0
0.06125	0
0.05875	0
0.058	0
0.0575	0
0.03375	0
0.0625	0
0.05875	0
0.0555	0
0.05625	0
0.0575	0
0.056	0
0.05	0
0.033	0
0.06125	0
0.06125	0
0.056	0
0.05625	0
0.055	0.0004026933
0.0325	0.0005321333
0.05675	0.0007766233
0.05675	0.00233476
0.055	0.0081285567
0.0555	0.0121710167
0.11125	0.0166010767
0.1305	0.0230908667
0.139	0.0314700333
0.12375	0.0437850667
0.1075	0.0589036333
0.0825	0.0772911667
0.08875	0.1002381333
0.09125	0.1287614333
0.69125	0.1641133333
0.59375	0.2036
0.355	0.249561
0.5575	0.3005333333
0.1025	0.3578926667
0.1025	0.4183586667
0.1225	0.4826546667
0.135	0.5498686667
0.1475	0.615689
0.15425	0.675335
0.16	0.7432383333
0.169	0.7895866667
0.1725	0.8336433333
0.1625	0.8664453333
0.14125	0.890593
0.1625	0.900015
0.15625	0.8912996667
0.145	0.87696
0.1375	0.846721
0.11	0.8006936667
0.12875	0.7467836667
0.12625	0.6880963333
0.10125	0.6251886667
0.12725	0.565187
0.11875	0.4971843333
0.11375	0.427792
0.0875	0.366839
0.11375	0.3087223333
0.31089	0.256934
0.11396	0.2101146
0.10017	0.1681599667
0.12660	0.1319897333
0.24642	0.1016107333
0.23964	0.0799626333
0.33589	0.0602592667
0.365	0.0436530667
1.05482	0.0293215667
0.25842	0.0212610333
0.24346	0.0153535667
0.27453	0.0116070667
0.292	0.0074354533
0.29625	0.00482473
0.31425	0.0031588433
0.33675	0.0023839467
0.37825	0.0007550533
0.226	0.0004602233
0.2405	0.0003379767
0.20325	0
0.21825	0
0.24275	0
0.2525	0
0.29425	0
0.30475	0
0.31875	0
0.31525	0
0.23375	0
0.26875	0
0.2475	0
0.24375	0
0.21325	0
0.1475	0

