0.0675	0
0.062	0
0.04375	0
0.07	0
0.06875	0
0.06625	0
0.0655	0
0.065	0
0.04125	0
0.07	0
0.06625	0
0.063	0
0.06375	0
0.065	0
0.0635	0
0.0575	0
0.0405	0
0.06875	0
0.06875	0
0.0635	0.000134842
0.06375	0.0004216283
0.0625	0.000593621
0.04	0.0008365767
0.06425	0.0019352267
0.05925	0.0033242867
0.0625	0.0049055167
0.063	0.0077252133
0.06375	0.0102101967
0.0755	0.0153401333
0.0765	0.0211318
0.07125	0.0308277
0.0625	0.0420408
0.0875	0.058881
0.0925	0.0779358
0.09375	0.1022389333
0.69375	0.1348566667
0.595	0.1733633333
0.3575	0.2151963333
0.56	0.2701483333
0.1025	0.324589
0.1025	0.3971433333
0.1225	0.4677596667
0.1375	0.544827
0.14625	0.628734
0.15375	0.7084796667
0.1625	0.785297
0.165	0.8607186667
0.1675	0.9301723333
0.1575	0.9915263333
0.135	1.025709
0.16375	1.0599233333
0.1575	1.0771233333
0.145	1.0717133333
0.14125	1.0526866667
0.1125	1.0172903333
0.12875	0.964657
0.1275	0.9024383333
0.10375	0.8367403333
0.13	0.765459
0.1225	0.6808276667
0.1175	0.5980796667
0.09125	0.518422
0.1175	0.4405673333
0.31339	0.3748276667
0.11771	0.309321
0.10392	0.2521306667
0.13035	0.2012176667
0.24892	0.1596516667
0.24114	0.123722
0.33964	0.0948611
0.3675	0.0714087667
1.00482	0.0521262667
0.20092	0.0374750667
0.18096	0.0273731667
0.20703	0.0191381667
0.1545	0.0139876333
0.1575	0.0097536467
0.173	0.00612059
0.17675	0.0045592667
0.1645	0.00292822
0.17725	0.0017301967
0.157	0.0007522467
0.16175	0.0004007543
0.22	0.0002496343
0.24525	0
0.255	0
0.29925	0
0.30725	0
0.32125	0
0.319	0
0.23875	0
0.27625	0
0.255	0
0.25125	0
0.22075	0
0.155	0

